ID,Name,Age,Club,Position,Wage,IR,Value,PAC,SHO,PAS,DRI,DEF,PHY
258444,E. Guessand,19,OGC Nice,ST,4000,1,800000,66,62,51,60,21,61
258509,F. Mwepu,20,SK Sturm Graz,ST,3000,1,275000,80,59,40,58,23,56
258520,A. Üner,21,Beşiktaş JK,RW,18000,1,1500000,85,68,62,70,35,57
258526,S. Elisor,20,AC Ajaccio,ST,1000,1,575000,71,62,52,59,32,61
258535,D. Bangoura,18,Stade Brestois 29,LW,1000,1,200000,80,47,46,66,16,31
258547,L. Lokotsch,24,Livingston FC,ST,2000,1,650000,72,61,41,63,26,72
258560,S. Tedić,20,PEC Zwolle,ST,2000,1,725000,64,63,47,58,25,69
258571,S. Anne,22,CD Tondela,ST,1000,1,110000,63,55,44,54,26,50
258602,Jon Morcillo,21,Athletic Club de Bilbao,LW,9000,1,1600000,78,67,66,73,37,59
258608,O. Bukari,21,KAA Gent,RW,6000,1,1200000,84,62,61,71,24,50
258620,A. Jabbari,20,Stade Malherbe Caen,ST,1000,1,170000,57,58,43,52,25,58
258623,J. Hutchinson,18,Colchester United,ST,1000,1,170000,67,55,43,54,19,61
258654,D. Vizinger,22,Wolfsberger AC,ST,6000,1,1100000,76,68,47,65,27,60
258668,N. Melvin-Lambert,17,Reading,ST,500,1,160000,74,53,38,52,20,61
258681,R. Hillier,17,Newport County,ST,500,1,60000,68,49,40,49,16,45
258709,V. Nikolov,19,FC Würzburger Kickers,ST,2000,1,220000,63,55,41,51,28,64
258716,M. Awad,23,Lech Poznań,ST,2000,1,300000,68,60,37,59,19,49
258730,Miguel Rodríguez,17,RC Celta,RW,800,1,500000,70,52,59,62,33,58
258736,V. Da Silva,17,Oldham Athletic,ST,500,1,60000,70,46,40,53,16,40
258795,L. Caciano,18,FC Emmen,RW,550,1,160000,67,55,53,61,31,44
258839,T. Linsbichler,20,TSV 1860 München,ST,500,1,100000,60,53,38,47,22,53
258843,A. Pembélé,19,Paris FC,RW,1000,1,425000,77,53,52,65,27,53
258846,A. Álvarez Martínez,19,Peñarol,ST,500,1,275000,60,56,43,58,27,52
258869,T. Smola,31,Gaz Metan Mediaş,ST,3000,1,325000,50,63,46,55,20,73
258895,C. Herrmann,20,VfL Wolfsburg,ST,6000,1,600000,68,62,49,55,31,64
258911,T. Arokodare,19,1. FC Köln,ST,3000,1,325000,61,60,41,53,26,69
258922,Marvin,20,Real Madrid,RW,36000,1,1600000,83,61,60,70,19,47
258933,Unai,21,SD Eibar,ST,3000,1,350000,72,60,42,64,19,46
258934,Eñaut Mendia,21,SD Eibar,ST,3000,1,275000,65,58,38,55,25,58
258958,O. Filippov,27,Sint-Truidense VV,ST,8000,1,1100000,67,71,53,67,21,63
258970,Astals,18,CE Sabadell FC,ST,700,1,275000,64,60,53,62,23,53
258974,E. Batalla,19,América de Cali,RW,500,1,220000,64,54,52,60,28,51
258975,G. Bentil,19,Le Havre AC,ST,1000,1,275000,74,60,45,53,19,60
258978,Y. Gomes,17,Le Havre AC,ST,500,1,70000,59,54,42,54,18,44
258982,C. Cortes,18,América de Cali,ST,500,1,130000,58,57,41,53,24,61
259031,L. Delap,17,Manchester City,ST,3000,1,550000,78,61,47,61,23,56
259054,Tiago Morais,16,Boavista FC,ST,500,1,550000,77,61,56,64,21,46
259071,Adrián Turmo,19,Girona FC,ST,1000,1,650000,76,65,46,60,21,53
259084,R. Shanley,19,Hibernian,ST,900,1,150000,67,53,38,52,25,59
259105,Pablo Rodríguez,18,Lecce,ST,2000,1,325000,70,62,41,57,16,49
